Rk_x,player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_y,Player,Tm,2024-2025,2025-2026,2026-2027,2027-2028,2028-2029,2029-2030,Guaranteed
511,Matt Ryan,27,NYK,SF,19,0,3.6,0.5,1.6,.323,0.3,1.0,.316,0.2,0.6,.333,.419,0.1,0.1,1.000,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,465,Matt Ryan,NYK,"$621,439",,,,,,"$621,439"
513,Trey Alexander,21,DEN,SG,22,0,5.0,0.5,1.8,.300,0.1,0.8,.176,0.4,1.0,.391,.338,0.1,0.2,.750,0.0,0.5,0.5,0.5,0.0,0.0,0.2,0.5,1.4,,,,,,,,,,
515,David Duke Jr.,25,SAS,SG,4,0,4.5,0.5,1.8,.286,0.0,0.3,.000,0.5,1.5,.333,.286,0.3,0.5,.500,0.0,0.8,0.8,0.8,0.0,0.0,0.3,0.3,1.3,,,,,,,,,,
516,Adam Flagler,25,OKC,SG,33,0,4.4,0.5,2.2,.233,0.3,1.7,.179,0.2,0.5,.412,.301,0.0,0.0,,0.2,0.4,0.6,0.2,0.2,0.1,0.1,0.4,1.3,,,,,,,,,,
517,Spencer Jones,23,DEN,SF,20,0,6.3,0.6,1.7,.324,0.1,0.9,.059,0.5,0.9,.588,.338,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,1.3,,,,,,,,,,
518,Skal Labissière,28,SAC,PF,4,0,3.0,0.5,1.0,.500,0.3,0.3,1.000,0.3,0.8,.333,.625,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,1.3,,,,,,,,,,
519,Garrett Temple,38,TOR,SG,25,0,7.3,0.4,1.7,.214,0.2,0.8,.250,0.2,0.9,.182,.274,0.4,0.4,.900,0.2,0.8,1.0,1.0,0.6,0.1,0.4,0.9,1.3,371,Garrett Temple,TOR,"$2,087,519",,,,,,"$2,087,519"
521,Yuki Kawamura,23,MEM,PG,20,0,3.2,0.4,1.1,.364,0.2,0.8,.250,0.2,0.3,.667,.455,0.2,0.3,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2,,,,,,,,,,
523,Sidy Cissoko,20,2TM,SF,20,0,3.0,0.5,0.9,.500,0.2,0.4,.429,0.3,0.6,.545,.583,0.1,0.3,.167,0.2,0.4,0.6,0.3,0.1,0.0,0.2,0.4,1.1,418,Sidy Cissoko,WAS,"$1,891,857",,,,,,"$1,891,857"
523,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,418,Sidy Cissoko,WAS,"$1,891,857",,,,,,"$1,891,857"
523,Sidy Cissoko,20,POR,SF,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,418,Sidy Cissoko,WAS,"$1,891,857",,,,,,"$1,891,857"
524,Emoni Bates,21,CLE,SF,8,0,3.8,0.4,2.1,.176,0.4,1.6,.231,0.0,0.5,.000,.265,0.0,0.0,,0.0,0.1,0.1,0.5,0.1,0.0,0.0,0.3,1.1,,,,,,,,,,
526,Jamaree Bouyea,25,MIL,PG,2,0,3.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,,,,,,,,,,
527,Yuri Collins,23,GSW,PG,2,0,8.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,,,,,,,,,,
528,Kevin McCullar Jr.,23,NYK,SF,2,0,3.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,,,,,,,,,,
529,Bryce McGowens,22,POR,SG,13,0,2.5,0.3,1.1,.286,0.0,0.3,.000,0.3,0.8,.400,.286,0.4,0.5,.833,0.2,0.1,0.2,0.2,0.1,0.0,0.3,0.2,1.0,,,,,,,,,,
530,Anton Watson,24,NYK,SF,8,0,2.6,0.5,1.1,.444,0.0,0.1,.000,0.5,1.0,.500,.444,0.0,0.0,,0.1,0.3,0.4,0.3,0.1,0.0,0.3,0.4,1.0,,,,,,,,,,
531,Isaiah Crawford,23,SAC,SF,15,0,3.1,0.3,0.7,.455,0.1,0.3,.200,0.3,0.4,.667,.500,0.1,0.3,.500,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.9,,,,,,,,,,
532,RayJ Dennis,23,IND,PG,8,0,2.9,0.3,1.3,.200,0.1,0.9,.143,0.1,0.4,.333,.250,0.3,0.3,1.000,0.3,0.5,0.8,0.6,0.4,0.0,0.5,0.4,0.9,,,,,,,,,,
533,Jalen Bridges,23,PHO,SF,5,0,5.0,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,,,,,,,,,,
534,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,,,,,,,,,
535,Josh Christopher,23,MIA,SG,11,0,3.0,0.3,0.9,.300,0.1,0.4,.250,0.2,0.5,.333,.350,0.2,0.4,.500,0.0,0.5,0.5,0.4,0.0,0.1,0.5,0.2,0.8,,,,,,,,,,
536,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,451,PJ Dozier,MIN,"$1,051,255",,,,,,"$1,051,255"
537,Joe Ingles,37,MIN,SF,19,1,6.0,0.3,1.2,.261,0.2,0.8,.200,0.2,0.4,.375,.326,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,386,Joe Ingles,MIN,"$2,087,519",,,,,,"$2,087,519"
538,Daniss Jenkins,23,DET,PG,6,0,2.0,0.3,1.0,.333,0.2,0.8,.200,0.2,0.2,1.000,.417,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.8,,,,,,,,,,
539,Luke Travers,23,CLE,SG,10,0,5.7,0.3,1.1,.273,0.0,0.4,.000,0.3,0.7,.429,.273,0.2,0.2,1.000,0.5,0.7,1.2,0.5,0.1,0.1,0.5,0.5,0.8,,,,,,,,,,
540,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,,,,,,,,,,
541,Harrison Ingram,22,SAS,SF,3,0,5.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,1.3,1.7,0.3,0.3,0.0,0.0,0.7,0.7,,,,,,,,,,
542,James Johnson,37,IND,PF,12,0,3.1,0.3,0.9,.364,0.0,0.3,.000,0.3,0.7,.500,.364,0.0,0.1,.000,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,0.7,392,James Johnson,IND,"$2,087,519",,,,,,"$2,087,519"
543,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,,,,,,,,,
544,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,,,,,,,,,
545,Stanley Umude,25,MIL,SG,20,0,3.3,0.2,1.2,.174,0.1,0.7,.154,0.1,0.5,.200,.217,0.1,0.2,.500,0.2,0.6,0.8,0.2,0.2,0.2,0.1,0.3,0.6,,,,,,,,,,
546,Tristen Newton,23,2TM,SG,8,0,2.0,0.1,1.0,.125,0.0,0.4,.000,0.1,0.6,.200,.125,0.1,0.1,1.000,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4,,,,,,,,,,
546,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,,,,,,,,,
546,Tristen Newton,23,MIN,SG,3,0,2.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0,,,,,,,,,,
547,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,,,,,,,,,
548,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,482,Malevy Leons,OKC,"$126,356",,,,,,"$126,356"
549,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,488,Daishen Nix,SAC,"$119,972",,,,,,"$119,972"
550,Justin Minaya,25,POR,SF,13,0,2.2,0.1,0.4,.200,0.0,0.2,.000,0.1,0.2,.500,.200,0.0,0.2,.000,0.2,0.2,0.3,0.2,0.1,0.0,0.0,0.2,0.2,,,,,,,,,,
551,Jesse Edwards,24,MIN,C,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
553,Mac McClung,26,ORL,SG,2,0,5.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
554,Jalen McDaniels,27,WAS,SF,4,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,253,Jalen McDaniels,SAS,"$4,741,800",,,,,,"$4,741,800"
555,Emanuel Miller,24,CHI,PF,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
556,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
557,Miles Norris,24,BOS,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
558,Jahlil Okafor,29,IND,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,491,Jahlil Okafor,IND,"$119,972",,,,,,"$119,972"
559,Zyon Pullin,23,MEM,SG,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
560,Isaiah Stevens,24,MIA,PG,3,0,2.0,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0,,,,,,,,,,
561,Terry Taylor,25,SAC,PF,3,0,2.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
562,P.J. Tucker,39,NYK,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,P.J. Tucker,TOR,"$11,539,000",,,,,,"$11,539,000"
563,Jahmir Young,24,CHI,PG,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,
,League Average,,,,,,,,,.467,,,.360,,,.545,.543,,,.781,,,,,,,,,,,,,,,,,,,
